Ticker,2023_MarketCap
MSA,7093057024
MSBI,470525856
MSCI,36901838848
MSEX,903500736
MSFT,2893620969472
MSI,56504422400
MSM,5136866816
MSN,11933315
MSTR,18794584064
MTB,24058404864
MTCH,8260129792
MTD,26300698624
MTDR,7773793792
MTEM,10929241
MTEX,15598121
MTG,5451893248
MTH,6019511296
MTN,7190038016
MTNB,46576532
MTRN,2382809600
MTRX,307450944
MTSI,7347240960
MTW,429350368
MTX,2350571264
MTZ,7049897472
MU,125088514048
MUR,6810992640
MUSA,8614532096
MUX,566224832
MVBF,230750960
MVIS,283137184
MWA,2473843456
MXL,1728231168
MYE,808966272
MYGN,1770660352
MYRG,2782908672
NAII,37872396
NATH,263907296
NATR,365377984
NAVB,3603023
NAVI,1679611520
NBHC,1237396864
NBIX,13833772032
NBN,403289280
NBR,687297984
NBTB,1650896512
NBY,2913712
NC,205439872
NCLH,8053430272
NCMI,415264864
NCSM,40765644
NDAQ,34505498624
NDLS,68418096
NDSN,14766453760
NE,6338174464
NEE,137591881728
NEM,46863605760
NEO,1777110784
NEOG,2670776576
NEON,36709208
NERV,16503748
NEU,5055401984
NFBK,370818912
NFG,4891975168
NFLX,237271334912
NGS,274611168
NGVC,372229280
NGVT,1855405184
NHC,1399107200
NHI,2738368000
NHTC,77392896
NI,12486517760
NICK,46950476
NINE,76301784
NJR,4294880000
NKE,139253563392
NKSH,158012240
NKTR,268082288
NL,400923040
NLY,9378245632
NMIH,2486735872
NMRK,2341003776
NNBR,176359552
NNI,3469525248
NNN,7410910208
NNVC,14134801
NOC,71852343296
NODK,306760672
NOG,4121584896
NOV,7313460736
NOVT,5616925696
NOW,142397505536
NPK,584086912
NPO,3144142592
NR,591299136
NRC,817598848
NRG,15604719616
NRIM,262879920
NSA,4656325632
NSC,52032516096
NSIT,5941193216
NSP,3875746816
NSSC,1497027456
NSTG,5066857
NTAP,21093791744
NTCT,1368136064
NTGR,429598432
NTIC,166868528
NTIP,44433900
NTLA,2056676864
NTNX,14830770176
NTRA,11353836544
NTRS,16856334336
NTWK,28741104
NUE,40443830272
NURO,8681180
NUS,584053376
NVAX,605996416
NVDA,2160050044928
NVEC,393438752
NVEE,1484091776
NVFY,5861530
NVR,22769799168
NVRO,388089216
NVT,11960377344
NWBI,1348881792
NWE,3091286016
NWFL,195373760
NWL,3296688128
NWLI,1777359360
NWN,1450741504
NWPX,313089408
NWS,13637468160
NWSA,13669291008
NX,1099967360
NXRT,1771094912
NXST,5350565376
NYCB,2131304960
NYMT,624932352
NYT,7076283392
O,46105972736
OC,14576489472
OCC,21989408
OCFC,868072512
OCN,182276528
OCUL,704491968
OCX,33211870
ODC,504628224
ODFL,39540097024
ODP,1864252928
OESX,28002976
OFED,74848416
OFG,1705005952
OFIX,486285792
OFLX,668848320
OGE,6948954112
OGEN,4637514
OGS,3649857536
OHI,7721312256
OI,2329062656
OII,2322821888
OIS,256218656
OKE,46177599488
OKTA,15564572672
OLED,7494460416
OLLI,4488360448
OLN,6243329536
OLP,486915392
OMC,18181228544
OMCL,1231208960
OMER,182519504
OMEX,73900960
OMF,6244080640
OMI,1895044352
ON,30185078784
ONB,5249299968
ONTX,20904684
ONVO,12188478
OOMA,186534384
OPGN,4841803
OPI,98484088
OPK,850330240
OPOF,71069504
OPRX,185475776
OPTN,92487288
OPTT,11476475
OPY,413676448
ORA,3854151168
ORC,441273408
ORCL,312642994176
ORGO,310113024
ORI,8226520064
ORLY,59809697792
ORN,233604736
ORRF,280674592
OSBC,614384704
OSG,431390592
OSIS,2240552448
OSK,7342581248
OSPN,409485056
OSUR,404737888
OTTR,3566076160
OUT,2630872576
OVBC,112651248
OVLY,201883376
OXM,1684515200
OXY,58630795264
OZK,5064872960
PACB,442120800
PAG,10252172288
PAHC,676410176
PANL,336392640
PANW,93986562048
PAR,1436746240
PARR,1827690496
PATK,2338726400
PAYC,10931055616
PAYX,42767204352
PB,5942997504
PBF,6347919360
PBH,3562833920
PBHC,77592896
PBI,756865728
PBPB,302467712
PBYI,244410512
PCAR,55602806784
PCH,3181123072
PCRX,1221234048
PCTY,8740380672
PCYO,229806192
PD,1851321856
PDCO,2281908224
PDEX,64958124
PDFS,1160540544
PDLB,191275616
PDM,853588288
PEB,1750923136
PEBK,158715040
PEBO,1030519296
PED,83109360
PEG,34442391552
PEGA,5052553728
PEN,7614745088
PENN,2522184704
PEP,241839308800
PESI,156532944
PETQ,484945536
PETS,83537368
PFBC,1013693504
PFE,145074274304
PFG,18597900288
PFGC,10561177600
PFIE,85240496
PFIS,267258432
PFMT,204608528
PFS,1115448064
PG,385174831104
PGC,397502368
PGR,121969737728
PGRE,1098561792
PGTI,2404418816
PH,69972434944
PHIO,3191231
PHM,23436304384
PHX,125485968
PI,4417551360
PII,4812689920
PINC,2501799680
PINS,22832334848
PJT,3755155456
PK,3395945472
PKBK,196833600
PKE,289016032
PKG,15525784576
PKOH,333697536
PLAB,1736524928
PLAY,2151993344
PLBC,207303360
PLCE,86842008
PLD,94482382848
PLNT,5276057088
PLOW,520357760
PLPC,596325696
PLSE,407010464
PLUG,1608150400
PLUS,2072292608
PLXS,2789057792
PLYA,1250028032
PLYM,957809408
PM,147589922816
PMD,15007502
PMT,1202808832
PMTS,196663808
PNBK,14433135
PNC,61004681216
PNFP,5921239552
PNM,3342827008
PNR,13130915840
PNRG,183427984
PNW,8363473408
PODD,12039667712
POL,3843876
POOL,13952184320
POR,4454030336
POST,6441309696
POWI,3794840064
POWL,1711381120
PPBI,2073277312
PPC,8534434816
PPG,30250500096
PPIH,67981112
PPL,20257845248
PPSI,37734076
PRA,722355136
PRAA,933693312
PRFT,1658958208
PRGO,4425952768
PRGS,2153125632
PRI,7351181824
PRIM,2498636032
PRK,2127050752
PRLB,779074880
PRMW,3016671488
PRO,1538215040
PROV,89631496
PRPH,83188376
PRTA,1092674944
PRTS,69672984
PRU,39704301568
PSA,45712498688
PSMT,2470478336
PSN,8308713472
PSTG,16375464960
PSX,60721041408
PTC,21213306880
PTCT,2465802240
PTEN,4363186688
PTGX,1472528256
PTN,30014076
PTSI,377456096
PULM,6939716
PUMP,937984256
PVBC,157077696
PVH,6276552704
PW,1525686
PWOD,131543464
PWR,37849047040
PXD,62933356544
PXLW,103456448
PYPL,71495303168
PZG,24908994
PZZA,2032327680
QCOM,185088606208
QCRH,923718208
QDEL,2711931136
QLYS,6060949504
QNST,992969152
QRHC,204538000
QRTEA,345132672
QRVO,11280726016
QTRX,616543296
QTWO,3035823104
QUAD,229454704
QUIK,222273056
R,5340539392
RAIL,64025796
RAMP,2125158656
RARE,3536490496
RAVE,29832516
RBB,329947072
RBBN,547503424
RBC,7136433664
RBCAA,984110016
RBCN,1735808
RC,1481500160
RCKT,1947650432
RCKY,191150272
RCL,35933642752
RCM,5170771456
RCMT,150452016
RCUS,1385211136
RDFN,670232320
RDI,60986240
RDN,4525573632
RDNT,3583941376
RDUS,487449920
RDVT,230959936
REED,5443477
REFR,51939412
REG,11007873024
REGI,3106199040
REGN,98138259456
REI,376074592
RELL,150351552
REPL,389812512
RES,1433981440
REVG,1134335104
REX,968479744
REXR,9561143296
REZI,2851673088
RF,17689860096
RFIL,30017128
RFL,39089196
RGA,12301380608
RGCO,209569312
RGEN,9168681984
RGLD,7896517120
RGLS,150570192
RGNX,752805440
RGR,804457472
RGS,11967112
RH,4524869120
RHE,5222845
RHI,7274150400
RHP,6317229056
RIBT,1700680
RICK,475097344
RIG,4278207488
RIGL,184175232
RILY,1042158336
RIOT,2563269120
RJF,25501415424
RKDA,2793822
RL,10460784640
RLGT,231799616
RLI,6461108736
RLJ,3438885888
RM,248778064
RMAX,220515744
RMBS,5952026624
RMCF,22608630
RMD,31436632064
RMR,396330368
RMTI,42872316
RNG,2734447360
RNR,11556711424
RNST,1636220416
ROCK,2177364736
ROG,2221814528
ROIC,1563860608
ROK,31049846784
ROKU,8312727040
ROL,21590880256
ROP,54747189248
ROST,43439022080
RPD,2789633280
RPM,13766052864
RRC,8712735744
RRGB,117808696
RRR,5448199680
RS,16350273536
RSG,60380708864
RUN,2259581184
RUSHA,3409816832
RUSHB,3355033088
RVNC,376219744
RVP,32029812
RVSB,78744032
RWT,728079808
RYAM,243934912
RYI,971233856
RYN,4471304192
RYTM,2424282368
SABR,1089147776
SACH,147082912
SAFE,1302970752
SAFT,1180556160
SAGE,838937024
SAH,1972349824
SAIA,10523455488
SAIC,6647149056
SALM,9798048
SAM,3328085248
SAMG,138867344
SANM,3383936000
SANW,17984388
SASR,919025088
SATS,4341588992
SAVE,386538528
SBAC,20104867840
SBCF,1959450368
SBFG,89672760
SBGI,811875072
SBH,1137991424
SBNY,195219392
SBOW,784091136
SBRA,3222424320
SBSI,807390080
SBT,246180896
SBUX,100190150656
SCHL,1004686976
SCHW,135102947328
SCI,10506518528
SCL,1864295552
SCOR,65716172
SCS,1380189824
SCSC,1047596160
SCVL,907304064
SCWX,530012704
SCX,112408496
SCYX,63803416
SD,508280960
SDPI,39204648
SEAC,12921450
SEB,3214298880
SEDG,3360568832
SEE,4583708672
SEIC,8665037824
SELF,46702580
SEM,3641516544
SENEA,414789888
SENEB,414132512
SENS,258508352
SF,8197713920
SFBC,102316416
SFBS,3213779712
SFIX,254764624
SFM,6659059200
SFNC,2143427840
SFST,210587920
SGA,142739248
SGC,271865184
SGH,946935936
SGMA,25839788
SGMO,106839696
SGRP,43346640
SGRY,3171194880
SHAK,4491903488
SHBI,343728672
SHEN,699293824
SHO,2077678720
SHOO,2963188224
SHW,76129992704
SIBN,585579776
SIEB,79953416
SIF,19191748
SIG,4362658304
SIGA,624455488
SIGI,6179445760
SILK,766750528
SINT,5569672
SIRI,11308681216
SITC,2828637184
SITE,7089263104
SIX,1983728768
SJM,12194313216
SJW,1755168512
SKT,3095621632
SKX,10312848384
SKY,4330934784
SKYW,2940151296
SLAB,3878495232
SLB,67865063424
SLCA,1205619968
SLDB,334903712
SLG,3244536064
SLGN,4982121472
SLM,4655782400
SLNO,1492148608
SLP,906315200
SLS,69771952
SM,5577998848
SMAR,5198750208
SMBC,455957024
SMBK,350515168
SMG,3885690368
SMIT,120036
SMMF,388756928
SMP,724805120
SMPL,3644599040
SMRT,473365792
SMSI,22177524
SMTC,2429928448
SNA,14126448640
SNAP,25935814656
SNBR,297165728
SNCR,65064932
SND,89888808
SNDR,3639369728
SNDX,1795620864
SNFCA,146261552
SNOA,2480015
SNPS,80938328064
SNV,5240300544
SNX,10063512576
SO,80455303168
SOHO,52681468
SOI,387838240
SON,5490489856
SONO,2092946688
SP,1010931840
SPB,2478336000
SPG,52645064704
SPGI,130113200128
SPLK,26443769856
SPOK,311108928
SPR,3719200000
SPRO,76527912
SPSC,6438840832
SPTN,657944512
SPWH,120400000
SPWR,361482592
SPXC,5633931776
SQ,45138673664
SR,3397424384
SRCE,1214689024
SRCL,4150286336
SRDX,365722848
SRE,45312278528
SRG,525545920
SRI,414430688
SRNE,8820497
SRPT,11970079744
SRRK,1142298624
SRTS,61642192
SSB,5766614016
SSBI,67637480
SSD,7380100096
SSKN,14374969
SSNC,15301064704
SSP,320494880
SSTI,170831648
SSTK,1528748928
ST,5764506112
STAA,2258065408
STAG,6396608512
STBA,1152733952
STC,1713106816
STCN,78746328
STE,20213391360
STIM,101014400
STKS,167813568
STLD,20552062976
STRA,2825971200
STRL,3165063424
STRM,17668688
STRS,182921456
STRT,92740592
STT,21856024576
STWD,6140095488
STX,18040154112
STZ,46377099264
SUI,14471822336
SUM,6825160704
SUP,108247944
SUPN,1647523584
SVRA,632850624
SVT,33132710
SWAV,12384667648
SWK,14057686016
SWKS,17101831168
SWN,8249934848
SWX,5345314304
SXC,866818496
SXI,2052189440
SXT,3100420352
SYBT,1309458176
SYBX,20848130
SYF,17659904000
SYK,128028164096
SYNA,3535751936
SYPR,32262626
SYRS,144332816
SYY,36998725632
T,121101295616
TACO,455891936
TACT,53472768
TAIT,18967320
TALO,2423894528
TAP,12144273408
TAST,522920288
TAYD,153584176
TBBK,1564454784
TBI,327074432
TBIO,10867291
TBNK,66464376
TBPH,409846368
TCBI,2677888000
TCBK,1153279232
TCI,247516512
TCMD,327168320
TCON,3936130
TCS,43457136
TDC,3623860992
TDG,69398331392
TDOC,2162246912
TDS,1769013376
TDW,4838768128
TDY,18090735616
TECH,9936106496
TEL,43325136896
TELL,336507232
TENB,5339872768
TENX,7637136
TER,17793935360
TEX,3772164864
TFSL,3371339264
TFX,9832375296
TG,219668512
TGEN,19664042
TGI,1026931008
TGLS,2610666752
TGNA,2402085888
TGT,74322853888
TGTX,2109390720
THC,11137640448
THFF,430151392
THG,4664380928
THO,5301521920
THR,1076510336
THRM,1598649216
THS,2022503040
TILE,892403904
TIPT,585926144
TISI,31436224
TITN,507948704
TJX,106556915712
TKR,6280142336
TLF,39896392
TLYS,182444176
TMDX,3092292864
TMHC,5940644352
TMO,217088360448
TMP,633531904
TMUS,192382615552
TNC,2213818880
TNDM,2368834816
TNET,5075088896
TNXP,17140558
TOL,12407689216
TOWN,1940001664
TPB,509796032
TPC,869486208
TPH,3536560640
TPHS,8931132
TPIC,150950464
TPR,9156290560
TPX,8691066880
TR,2134957696
TRC,449668768
TREE,638346624
TREX,9624233984
TRGP,25382342656
TRIP,3665557248
TRMB,14669574144
TRMK,1810880640
TRN,2129960832
TRNO,5245987328
TRNS,980377216
TROW,24466980864
TROX,2681667584
TRS,1060916992
TRST,506429536
TRT,25850856
TRTX,568725184
TRU,14178716672
TRUP,944887488
TRV,48583155712
TRVN,7328400
TSBK,198199008
TSCO,29474068480
TSE,92037992
TSLA,584516567040
TSN,21652596736
TSQ,183464000
TTC,9145009152
TTD,40491114496
TTEC,345428000
TTEK,10410977280
TTGT,785086528
TTI,562573440
TTMI,1519500800
TTNP,6129939
TTOO,29500348
TTWO,24384235520
TUP,49322432
TUSK,155810528
TW,22166370304
TWI,803035200
TWIN,225049248
TWLO,10456844288
TWO,1306876672
TWOU,20743662
TWST,1805656064
TXMD,21680912
TXN,160627228672
TXRH,10750554112
TXT,16131228672
TYL,19595243520
TZOO,117633384
UA,2891046144
UAA,2879302656
UAL,16920202240
UAMY,23682340
UBCP,71226472
UBER,137943646208
UBFO,123284224
UBOH,56028224
UBSI,4388364288
UCBI,3005826560
UCTT,1868107008
UDR,13544333312
UE,2089476608
UEC,2727944960
UEIC,146407584
UFCS,558572160
UFI,108405048
UFPI,6934419456
UFPT,1579660672
UG,37719368
UGI,5356123648
UHAL,12086794240
UHS,11475767296
UHT,498118336
UIS,374736800
ULBI,192659216
ULH,1175495040
ULTA,19541100544
UMBF,3882963200
UMH,1104173056
UNAM,106097
UNB,118408024
UNF,2987769600
UNFI,530770656
UNH,445042720768
UNIT,1381310976
UNM,9730445312
UNP,144696524800
UNTY,270384480
UONE,82476944
UONEK,82130624
UPLD,62327020
UPS,125820641280
UPWK,1551221120
URBN,3622036992
URI,44869091328
USAP,240035552
USB,63382802432
USEG,32208066
USFD,12325068800
USLM,1769861248
USM,3100889856
USNA,798865600
USPH,1529562880
UTHR,11027218432
UTI,817801024
UTL,823394112
UTMD,237548096
UUU,3515824
UVE,561377664
UVSP,616261888
UVV,1263799680
V,549602885632
VAC,3380928768
VAL,4711046656
VALU,341184288
VAPO,7432620
VBFC,64101364
VBIV,16234843
VBTX,1061582080
VC,3053011712
VCEL,2219213568
VCTR,3275902720
VCYT,1496079488
VECO,1990087296
VEEV,32090075136
VERI,121422296
VERU,197614336
VFC,4844647424
VGR,1632019200
VHC,19367164
VIAV,1758271360
VICI,29781645312
VICR,1440194432
VIRC,174425696
VIRT,3411109888
VKTX,8775128064
VLGEA,413488896
VLO,52669812736
VLY,3567340032
VMC,34077235200
VMI,4133785600
VNCE,24880374
VNDA,273878528
VNO,5398856192
VNRX,73853352
VOXX,133328200
VOYA,6907402752
VPG,441731392
VRA,202902144
VREX,660052224
VRNS,4882018816
VRNT,1888760448
VRRM,3926447360
VRSK,31112046592
VRSN,16880207872
VRTS,1563286656
VRTX,101525282816
VSAT,1993841152
VSEC,1236144768
VSH,3183022848
VST,26456401920
VSTM,252570832
VSTO,2042304640
VTNR,121568592
VTR,17891289088
VTVT,67876792
VUZI,86084384
VVI,728158976
VVV,5512675328
VXRT,124259168
VYGR,424630688
VZ,166223298560
W,6039464448
WAB,28412094464
WABC,1241846912
WAFD,2205272320
WAL,6261529600
WASH,433665248
WAT,18329100288
WATT,8454939
WBA,15295901696
WBS,7559097344
WCC,7762923008
WD,3079006208
WDAY,64654729216
WDC,23124295680
WDFC,3064649472
WEC,26099445760
WELL,56314953728
WEN,4105146368
WERN,2168717824
WEX,8851899392
WEYS,279038080
WFC,207719661568
WGO,1802360448
WH,5923200512
WHD,3252338176
WHG,116074648
WHLM,22847016
WHLR,9251223
WHR,5182742528
WINA,1256696576
WING,11301206016
WIRE,4410786816
WK,4317050368
WKHS,47568428
WLDN,389504064
WLFC,344375104
WLK,18937380864
WM,83433291776
WMB,46738591744
WMK,1698096000
WMS,12185837568
WMT,478348509184
WNC,1043737728
WNEB,130631304
WOR,2866368256
WOW,297429536
WPC,12000308224
WRB,20644278272
WRK,12386771968
WRLD,836464192
WSBC,1603686656
WSBF,225856512
WSC,7044502016
WSFS,2567389184
WSM,18426216448
WSO,18028118016
WSR,582509504
WST,26169466880
WSTL,16916760
WTBA,273395648
WTFC,5967452160
WTI,330428224
WTM,4562227200
WTS,6624198144
WTTR,1098977792
WU,4574532608
WVE,602860096
WVFC,22318336
WVVI,20681736
WWD,9790064640
WWR,25350240
WWW,858241984
WY,21994442752
WYNN,10270941184
WYY,17156720
X,8205784064
XBIT,233558400
XEL,29854482432
XELA,14003770
XELB,17619076
XERS,259444496
XHR,1466696960
XNCR,1290898688
XOM,466339790848
XOMA,294830912
XPER,473265312
XPL,61718208
XPO,12497383424
XRAY,6230886400
XRX,1650418688
XTNT,116492128
XXII,8853183
XYL,31681550336
YELP,2729905920
YETI,3044122880
YEXT,685519808
YMAB,665849664
YORW,509007424
YTEN,3637814
YUM,39761874944
Z,10021573632
ZBH,24712847360
ZBRA,16167597056
ZDGE,34938720
ZEUS,707692992
ZG,10011246592
ZION,6021288960
ZM,18791915520
ZS,25916442624
ZTS,72764243968
ZUMZ,348945024
ZUO,1439559936
USIO,38296724
VISL,8863497
WW,143360512
XFOR,188090560
ZYXI,350268832
