Ticker,2023_MarketCap,Market_Cap_Cat
GABC,938722496,small-cap
GAIA,88953664,micro-cap
GALT,217281984,micro-cap
GATX,4353250816,mid-cap
GBCI,4102414080,mid-cap
GBLI,426105856,small-cap
GBX,1537555072,small-cap
GCBC,500928448,small-cap
GCI,357066176,small-cap
GCO,290467680,small-cap
GD,78767161344,large-cap
GDDY,17374164992,large-cap
GDEN,927805824,small-cap
GDOT,465134240,small-cap
GE,177129799680,large-cap
GEF,2927419136,mid-cap
GEN,12827367424,large-cap
GENC,248741152,micro-cap
GEO,1885719040,small-cap
GEOS,161802752,micro-cap
GERN,2314274816,mid-cap
GES,1431736448,small-cap
GEVO,159283344,micro-cap
GFF,3239714816,mid-cap
GGG,13564706816,large-cap
GH,2193929984,mid-cap
GHC,3126013184,mid-cap
GHM,301459872,small-cap
GIFI,111759304,micro-cap
GIII,1278497024,small-cap
GILD,81302437888,large-cap
GIS,39778119680,large-cap
GKOS,4818086400,mid-cap
GLBZ,14264102,micro-cap
GLDD,440458240,small-cap
GLPI,11601236992,large-cap
GLRE,428583808,small-cap
GLT,64711072,micro-cap
GLW,28551651328,large-cap
GLYC,116010720,micro-cap
GM,50806947840,large-cap
GME,3392131584,mid-cap
GMED,6724388864,mid-cap
GMRE,572465408,small-cap
GMS,3685404416,mid-cap
GNE,418698304,small-cap
GNK,912323392,small-cap
GNL,1621782400,small-cap
GNRC,8194214400,mid-cap
GNTX,7934309888,mid-cap
GNTY,331400544,small-cap
GNW,2605991936,mid-cap
GOGO,1160042496,small-cap
GOLF,3861113344,mid-cap
GOOD,549667456,small-cap
GOOG,2023046905856,mega-cap
GOOGL,2021271797760,mega-cap
GORO,40828496,micro-cap
GOSS,160615488,micro-cap
GPC,21899198464,large-cap
GPI,3979060736,mid-cap
GPK,7943523840,mid-cap
GPMT,218939296,micro-cap
GPN,31316783104,large-cap
GPOR,2870905344,mid-cap
GPRE,1336199808,small-cap
GPRO,263477280,small-cap
GPS,7664486912,mid-cap
GRBK,2434280192,mid-cap
GRC,869418816,small-cap
GRMN,27749654528,large-cap
GROW,43316212,micro-cap
GRPN,450496672,small-cap
GRTS,85119200,micro-cap
GS,138478911488,large-cap
GSAT,2430256640,mid-cap
GSBC,601349184,small-cap
GSHD,2161635328,mid-cap
GSIT,99409352,micro-cap
GT,3398385920,mid-cap
GTES,4603894784,mid-cap
GTHX,196791744,micro-cap
GTIM,29878368,micro-cap
GTLS,6056138240,mid-cap
GTN,590622720,small-cap
GTX,2172146688,mid-cap
GTY,1462508416,small-cap
GV,13225191,micro-cap
GVA,2450386176,mid-cap
GVP,7644889,micro-cap
GWRE,9198759936,mid-cap
GWRS,295913024,small-cap
GWW,45268873216,large-cap
H,15052488704,large-cap
HA,658481024,small-cap
HAE,4669781504,mid-cap
HAFC,463228928,small-cap
HAIN,551570944,small-cap
HAL,33172230144,large-cap
HALL,1201106,micro-cap
HALO,4840757248,mid-cap
HAS,8532775424,mid-cap
HASI,2871598080,mid-cap
HAYN,768897472,small-cap
HBAN,19521398784,large-cap
HBB,287434720,small-cap
HBCP,284913312,small-cap
HBI,1603099904,small-cap
HBIO,165869360,micro-cap
HBNC,506449376,small-cap
HCA,81942740992,large-cap
HCC,3574520320,mid-cap
HCI,1196195328,small-cap
HCKT,598329536,small-cap
HCSG,782124736,small-cap
HD,331222384640,mega-cap
HDSN,451468128,small-cap
HE,1086484608,small-cap
HEAR,296865632,small-cap
HEES,1764014464,small-cap
HEI,25308190720,large-cap
HELE,2207425024,mid-cap
HES,48523145216,large-cap
HFBL,36467964,micro-cap
HFWA,615397056,small-cap
HGV,4361581568,mid-cap
HHS,51373008,micro-cap
HI,3347643904,mid-cap
HIBB,1030395520,small-cap
HIFS,368244224,small-cap
HIG,28655702016,large-cap
HII,10968781824,large-cap
HIW,2833608704,mid-cap
HL,2917431040,mid-cap
HLF,863154944,small-cap
HLI,8808946688,mid-cap
HLIT,1201902592,small-cap
HLNE,6242131456,mid-cap
HLT,49329074176,large-cap
HLX,1637345152,small-cap
HMN,1508960000,small-cap
HMNF,88804944,micro-cap
HMST,231005600,micro-cap
HNI,1983698048,small-cap
HNRG,186678528,micro-cap
HOFT,181204704,micro-cap
HOG,4626314240,mid-cap
HOLX,17785643008,large-cap
HOMB,4754872832,mid-cap
HON,125503070208,large-cap
HONE,466765088,small-cap
HOPE,1208512256,small-cap
HOV,918044992,small-cap
HP,3886850304,mid-cap
HPE,22097111040,large-cap
HPP,834939072,small-cap
HPQ,27485532160,large-cap
HQY,6798775296,mid-cap
HR,5492964864,mid-cap
HRB,6589576192,mid-cap
HRI,4057560832,mid-cap
HRL,19475785728,large-cap
HROW,360538496,small-cap
HRTG,312798656,small-cap
HRTX,348763264,small-cap
HSIC,8901164032,mid-cap
HSII,595690560,small-cap
HSON,46743512,micro-cap
HST,13466236928,large-cap
HSTM,783353920,small-cap
HSY,39600791552,large-cap
HTBI,448331360,small-cap
HTBK,486353600,small-cap
HTH,1909709568,small-cap
HTLD,785601920,small-cap
HTLF,1801912192,small-cap
HUBB,19890550784,large-cap
HUBG,2510625024,mid-cap
HUBS,30795565056,large-cap
HUM,36402147328,large-cap
HUN,4127661056,mid-cap
HURC,117759144,micro-cap
HURN,1722552960,small-cap
HUSA,17559304,micro-cap
HVT,501587232,small-cap
HWBK,127945064,micro-cap
HWC,3931772416,mid-cap
HWKN,1587108608,small-cap
HXL,5336775680,mid-cap
HY,1024319040,small-cap
HZO,550175552,small-cap
IAC,4094426112,mid-cap
IART,2292826112,mid-cap
IBCP,518665440,small-cap
IBIO,14725580,micro-cap
IBKR,47982018560,large-cap
IBM,152363024384,large-cap
IBOC,3459760640,mid-cap
IBP,6703359488,mid-cap
IBTX,1540972672,small-cap
ICAD,37686504,micro-cap
ICCC,38056720,micro-cap
ICD,28548916,micro-cap
ICE,73834717184,large-cap
ICFI,2703503872,mid-cap
ICHR,1278452480,small-cap
ICUI,2385830656,mid-cap
IDA,4804796416,mid-cap
IDCC,2504454400,mid-cap
IDN,62288768,micro-cap
IDT,902275328,small-cap
IDXG,6214488,micro-cap
IDXX,40925736960,large-cap
IESC,2732328960,mid-cap
IEX,16687808512,large-cap
IFF,21612754944,large-cap
III,162889616,micro-cap
IIIN,625150656,small-cap
IIIV,757891712,small-cap
IIPR,2929177344,mid-cap
ILMN,19596328960,large-cap
ILPT,231764896,micro-cap
IMKTA,1362848256,small-cap
IMMR,230464096,micro-cap
IMXI,682406464,small-cap
INBK,268934912,small-cap
INCY,11686578176,large-cap
INDB,2132813696,mid-cap
INFN,1115454080,small-cap
INFU,159697904,micro-cap
INGN,160118928,micro-cap
INGR,7517654016,mid-cap
INN,646633984,small-cap
INO,296630560,small-cap
INOD,167916944,micro-cap
INPX,10239505,micro-cap
INSE,225788048,micro-cap
INSG,47871968,micro-cap
INSM,3672279808,mid-cap
INSP,7321645568,mid-cap
INSW,2711935744,mid-cap
INTC,129706819584,large-cap
INTG,45067884,micro-cap
INTT,139169856,micro-cap
INTU,175160459264,large-cap
INUV,46720312,micro-cap
INVA,955364480,small-cap
INVE,117588240,micro-cap
INVH,20946987008,large-cap
IONS,6017605632,mid-cap
IOR,69882072,micro-cap
IOSP,2993615872,mid-cap
IOVA,3290236416,mid-cap
IP,12135779328,large-cap
IPAR,3726685440,mid-cap
IPG,11488786432,large-cap
IPGP,3871318528,mid-cap
IPI,266787184,small-cap
IPWR,57572976,micro-cap
IQV,42185383936,large-cap
IR,37657792512,large-cap
IRBT,246162496,micro-cap
IRDM,3738799104,mid-cap
IRIX,46320480,micro-cap
IRM,22720800768,large-cap
IRMD,514293184,small-cap
IROQ,55351396,micro-cap
IRT,3643201024,mid-cap
IRTC,3410239232,mid-cap
IRWD,1231916672,small-cap
ISDR,44161056,micro-cap
ISRG,131461128192,large-cap
ISSC,113140800,micro-cap
ISTR,163162928,micro-cap
IT,32115509248,large-cap
ITCI,7565542400,mid-cap
ITGR,3740017920,mid-cap
ITI,191551360,micro-cap
ITIC,302227648,small-cap
ITRI,4222946816,mid-cap
ITT,10639534080,large-cap
ITW,72926642176,large-cap
IVAC,112450744,micro-cap
IVR,416087456,small-cap
IVZ,6373665792,mid-cap
IZEA,46232232,micro-cap
JACK,1114930944,small-cap
JAGX,61666992,micro-cap
JAKK,204197744,micro-cap
JAZZ,6981624832,mid-cap
JBGS,1376154240,small-cap
JBHT,16776736768,large-cap
JBL,14153264128,large-cap
JBLU,1931966848,small-cap
JBSS,1156529920,small-cap
JBT,2835752448,mid-cap
JCI,44345012224,large-cap
JCTCF,18330104,micro-cap
JEF,9130614784,mid-cap
JELD,1762471040,small-cap
JHG,5034131456,mid-cap
JILL,267835184,small-cap
JJSF,2660652544,mid-cap
JKHY,11854845952,large-cap
JLL,8582761984,mid-cap
JNJ,348430073856,mega-cap
JNPR,11316081664,large-cap
JOB,34187040,micro-cap
JOE,3340337152,mid-cap
JOUT,421734528,small-cap
JPM,550694551552,mega-cap
JRVR,336240256,small-cap
JVA,9305018,micro-cap
JWN,3103534592,mid-cap
JYNT,178332256,micro-cap
K,19774177280,large-cap
KAI,3215088640,mid-cap
KALA,19208190,micro-cap
KALU,1454065664,small-cap
KALV,478837216,small-cap
KAMN,1307481984,small-cap
KAR,1860628352,small-cap
KBH,4916268544,mid-cap
KBR,8744237056,mid-cap
KDP,45682712576,large-cap
KE,520512352,small-cap
KELYA,809392064,small-cap
KEQU,102641072,micro-cap
KEX,6380940288,mid-cap
KEY,13660823552,large-cap
KEYS,25823815680,large-cap
KFFB,31457342,micro-cap
KFRC,1205431680,small-cap
KFY,3168381696,mid-cap
KHC,46935863296,large-cap
KIDS,704785088,small-cap
KIM,12559096832,large-cap
KINS,49535100,micro-cap
KIRK,24688660,micro-cap
KKR,82782879744,large-cap
KLAC,92806004736,large-cap
KLIC,2607465984,mid-cap
KLXE,110896696,micro-cap
KMB,45970878464,large-cap
KMI,40570265600,large-cap
KMPR,3751391488,mid-cap
KMT,1865218432,small-cap
KMX,10697662464,large-cap
KN,1420652288,small-cap
KNSA,1327998592,small-cap
KNSL,8455152128,mid-cap
KNX,7443445760,mid-cap
KO,266302210048,mega-cap
KOD,168637024,micro-cap
KODK,359631424,small-cap
KOP,1085361664,small-cap
KOPN,93084408,micro-cap
KOS,2673682944,mid-cap
KPTI,119959976,micro-cap
KR,39967080448,large-cap
KRC,4005874432,mid-cap
KREF,652243840,small-cap
KRG,4863950336,mid-cap
KRNY,347959808,small-cap
KRO,1317059072,small-cap
KRYS,4366139904,mid-cap
KSS,2655113728,mid-cap
KTCC,46491408,micro-cap
KTOS,2671966464,mid-cap
KURA,1494663424,small-cap
KVHI,94300320,micro-cap
KW,1184689920,small-cap
KWR,3356010496,mid-cap
KZR,60024756,micro-cap
L,16688710656,large-cap
LAD,6971665408,mid-cap
LADR,1372238208,small-cap
LAKE,122002128,micro-cap
LAMR,11841028096,large-cap
LANC,5251281920,mid-cap
LAND,457027776,small-cap
LARK,98529664,micro-cap
LASR,541741440,small-cap
LAUR,2249819904,mid-cap
LAZ,3472873216,mid-cap
LBAI,794233344,small-cap
LBC,466804608,small-cap
LBRDA,7137960448,mid-cap
LBRDK,7111937536,mid-cap
LBRT,3666343936,mid-cap
LBTYA,6082714624,mid-cap
LBTYK,6059765248,mid-cap
LC,835622400,small-cap
LCII,2646093568,mid-cap
LCNB,205752848,micro-cap
LCUT,199326048,micro-cap
LDOS,18933346304,large-cap
LE,430810560,small-cap
LEA,7168561152,mid-cap
LECO,12493078528,large-cap
LEE,76051824,micro-cap
LEG,2417928704,mid-cap
LEGH,497056544,small-cap
LEN,41808605184,large-cap
LEU,686751232,small-cap
LEVI,8446174720,mid-cap
LFUS,5748217856,mid-cap
LFVN,78497848,micro-cap
LGIH,2120297600,mid-cap
LGL,30626440,micro-cap
LGND,1255112576,small-cap
LH,16975491072,large-cap
LIFE,106667056,micro-cap
LII,16509106176,large-cap
LILA,1544103296,small-cap
LILAK,1544056320,small-cap
LIN,212355743744,mega-cap
LINC,335215424,small-cap
LIND,392171808,small-cap
LIQT,15737892,micro-cap
LITE,2949423872,mid-cap
LIVE,80695168,micro-cap
LIVN,3018923776,mid-cap
LKFN,1526051200,small-cap
LKQ,11506049024,large-cap
LL,45082300,micro-cap
LLY,742643335168,mega-cap
LMAT,1454500864,small-cap
LMFA,6108001,micro-cap
LMNR,356136928,small-cap
LMT,111554371584,large-cap
LNC,4636363264,mid-cap
LNG,36402921472,large-cap
LNN,1282098560,small-cap
LNT,12767624192,large-cap
LNTH,4561410048,mid-cap
LOAN,57765436,micro-cap
LOB,1452418816,small-cap
LOCO,265682576,small-cap
LODE,34025664,micro-cap
LOOP,134982064,micro-cap
LOPE,3872619776,mid-cap
LOVE,343561536,small-cap
LOW,130454061056,large-cap
LPCN,24707482,micro-cap
LPG,1677306880,small-cap
LPLA,20104200192,large-cap
LPSN,44134796,micro-cap
LPTH,53991240,micro-cap
LPX,5292464128,mid-cap
LQDA,976957248,small-cap
LQDT,530215136,small-cap
LRCX,116936056832,large-cap
LRN,2887264512,mid-cap
LSBK,66000292,micro-cap
LSCC,9435243520,mid-cap
LSTR,6237250560,mid-cap
LSXMA,7852173824,mid-cap
LSXMK,7870603264,mid-cap
LTBR,34574920,micro-cap
LTC,1436950400,small-cap
LTRPA,145615968,micro-cap
LTRX,140912768,micro-cap
LULU,45438484480,large-cap
LUNA,71475816,micro-cap
LUV,15523948544,large-cap
LVS,33050284032,large-cap
LW,12033546240,large-cap
LWAY,300430976,small-cap
LXP,2464218624,mid-cap
LXRX,379204960,small-cap
LXU,672161216,small-cap
LYB,32552433664,large-cap
LYFT,6304781312,mid-cap
LYTS,424426400,small-cap
LYV,20520251392,large-cap
LZB,1400291072,small-cap
M,5071143424,mid-cap
MA,419675111424,mega-cap
MAA,15583229952,large-cap
MAC,3096178944,mid-cap
MACK,214198736,micro-cap
MAN,3650308608,mid-cap
MANH,12687093760,large-cap
MAR,68066603008,large-cap
MARA,4298298368,mid-cap
MARK,5846426,micro-cap
MAS,15075700736,large-cap
MASI,7112063488,mid-cap
MAT,6303160832,mid-cap
MATW,827800320,small-cap
MATX,3717095168,mid-cap
MAYS,92900240,micro-cap
MBCN,173244432,micro-cap
MBI,322525408,small-cap
MBIN,1748495104,small-cap
MBIO,2576744,micro-cap
MBOT,13283078,micro-cap
MBUU,695055808,small-cap
MBWM,581689024,small-cap
MC,3453008896,mid-cap
MCB,444322400,small-cap
MCBC,481062400,small-cap
MCD,196863213568,large-cap
MCFT,344593760,small-cap
MCHP,49704886272,large-cap
MCHX,57803988,micro-cap
MCK,70593691648,large-cap
MCO,67608182784,large-cap
MCRB,149589504,micro-cap
MCRI,1276109056,small-cap
MCS,419299904,small-cap
MCY,2893693696,mid-cap
MD,745310592,small-cap
MDB,26596462592,large-cap
MDC,4726503936,mid-cap
MDGL,4278626048,mid-cap
MDLZ,96768655360,large-cap
MDRX,860043584,small-cap
MDT,106544275456,large-cap
MDU,5036033536,mid-cap
MED,301101120,small-cap
MEDP,12032403456,large-cap
MEI,431410176,small-cap
MEIP,20321722,micro-cap
MERC,677187456,small-cap
MESA,37656888,micro-cap
MET,50688499712,large-cap
MFA,1081048448,small-cap
MG,268109632,small-cap
MGEE,2833296384,mid-cap
MGM,12503110656,large-cap
MGNX,924644160,small-cap
MGPI,1726338944,small-cap
MGRC,2618364416,mid-cap
MGY,5120547328,mid-cap
MGYR,75788264,micro-cap
MHH,103230000,micro-cap
MHK,7364692480,mid-cap
MHLD,298170080,small-cap
MHO,3225302528,mid-cap
MIDD,7471513600,mid-cap
MIND,8575258,micro-cap
MITK,590965312,small-cap
MITT,163167408,micro-cap
MKC,20413134848,large-cap
MKL,19013599232,large-cap
MKSI,7978263552,mid-cap
MKTX,7576947712,mid-cap
MLAB,572200832,small-cap
MLI,6340984320,mid-cap
MLM,36233080832,large-cap
MLP,383385856,small-cap
MLR,558703680,small-cap
MLSS,47493300,micro-cap
MMC,98263941120,large-cap
MMI,1224061312,small-cap
MMM,53404872704,large-cap
MMS,4899600896,mid-cap
MMSI,4302586880,mid-cap
MNKD,1112835968,small-cap
MNOV,63269596,micro-cap
MNR,1961750016,small-cap
MNRO,814832256,small-cap
MNST,55680466944,large-cap
MNTX,105622848,micro-cap
MO,75249369088,large-cap
MOD,4836008448,mid-cap
MODN,1168891904,small-cap
MOFG,317687584,small-cap
MOH,20041519104,large-cap
MORN,12082043904,large-cap
MOS,10097817600,large-cap
MOTS,395974,micro-cap
MOV,563561920,small-cap
MPAA,111682432,micro-cap
MPB,335285952,small-cap
MPC,65480257536,large-cap
MPW,2767355136,mid-cap
MPWR,32570267648,large-cap
MPX,372841184,small-cap
MRAM,158658144,micro-cap
MRC,956871232,small-cap
MRCY,1674121216,small-cap
MRIN,8521667,micro-cap
MRK,327318110208,mega-cap
MRKR,36056748,micro-cap
MRNS,77452712,micro-cap
MRO,15344157696,large-cap
MRSN,384530528,small-cap
MRTN,1376656896,small-cap
MRVL,57078063104,large-cap
MS,147763068928,large-cap
MSA,7093057024,mid-cap
MSBI,470525856,small-cap
MSCI,36901838848,large-cap
MSEX,903500736,small-cap
MSFT,2893620969472,mega-cap
MSI,56504422400,large-cap
MSM,5136866816,mid-cap
MSN,11933315,micro-cap
MSTR,18794584064,large-cap
MTB,24058404864,large-cap
MTCH,8260129792,mid-cap
MTD,26300698624,large-cap
MTDR,7773793792,mid-cap
MTEM,10929241,micro-cap
MTEX,15598121,micro-cap
MTG,5451893248,mid-cap
MTH,6019511296,mid-cap
MTN,7190038016,mid-cap
MTNB,46576532,micro-cap
MTRN,2382809600,mid-cap
MTRX,307450944,small-cap
MTSI,7347240960,mid-cap
MTW,429350368,small-cap
MTX,2350571264,mid-cap
MTZ,7049897472,mid-cap
MU,125088514048,large-cap
MUR,6810992640,mid-cap
MUSA,8614532096,mid-cap
MUX,566224832,small-cap
MVBF,230750960,micro-cap
MVIS,283137184,small-cap
MWA,2473843456,mid-cap
MXL,1728231168,small-cap
MYE,808966272,small-cap
MYGN,1770660352,small-cap
MYRG,2782908672,mid-cap
NAII,37872396,micro-cap
NATH,263907296,small-cap
NATR,365377984,small-cap
NAVB,3603023,micro-cap
NAVI,1679611520,small-cap
NBHC,1237396864,small-cap
NBIX,13833772032,large-cap
NBN,403289280,small-cap
NBR,687297984,small-cap
NBTB,1650896512,small-cap
NBY,2913712,micro-cap
NC,205439872,micro-cap
NCLH,8053430272,mid-cap
NCMI,415264864,small-cap
NCSM,40765644,micro-cap
NDAQ,34505498624,large-cap
NDLS,68418096,micro-cap
NDSN,14766453760,large-cap
NE,6338174464,mid-cap
NEE,137591881728,large-cap
NEM,46863605760,large-cap
NEO,1777110784,small-cap
NEOG,2670776576,mid-cap
NEON,36709208,micro-cap
NERV,16503748,micro-cap
NEU,5055401984,mid-cap
NFBK,370818912,small-cap
NFG,4891975168,mid-cap
NFLX,237271334912,mega-cap
NGS,274611168,small-cap
NGVC,372229280,small-cap
NGVT,1855405184,small-cap
NHC,1399107200,small-cap
NHI,2738368000,mid-cap
NHTC,77392896,micro-cap
NI,12486517760,large-cap
NICK,46950476,micro-cap
NINE,76301784,micro-cap
NJR,4294880000,mid-cap
NKE,139253563392,large-cap
NKSH,158012240,micro-cap
NKTR,268082288,small-cap
NL,400923040,small-cap
NLY,9378245632,mid-cap
NMIH,2486735872,mid-cap
NMRK,2341003776,mid-cap
NNBR,176359552,micro-cap
NNI,3469525248,mid-cap
NNN,7410910208,mid-cap
NNVC,14134801,micro-cap
NOC,71852343296,large-cap
NODK,306760672,small-cap
NOG,4121584896,mid-cap
NOV,7313460736,mid-cap
NOVT,5616925696,mid-cap
NOW,142397505536,large-cap
NPK,584086912,small-cap
NPO,3144142592,mid-cap
NR,591299136,small-cap
NRC,817598848,small-cap
NRG,15604719616,large-cap
NRIM,262879920,small-cap
NSA,4656325632,mid-cap
NSC,52032516096,large-cap
NSIT,5941193216,mid-cap
NSP,3875746816,mid-cap
NSSC,1497027456,small-cap
NSTG,5066857,micro-cap
NTAP,21093791744,large-cap
NTCT,1368136064,small-cap
NTGR,429598432,small-cap
NTIC,166868528,micro-cap
NTIP,44433900,micro-cap
NTLA,2056676864,mid-cap
NTNX,14830770176,large-cap
NTRA,11353836544,large-cap
NTRS,16856334336,large-cap
NTWK,28741104,micro-cap
NUE,40443830272,large-cap
NURO,8681180,micro-cap
NUS,584053376,small-cap
NVAX,605996416,small-cap
NVDA,2160050044928,mega-cap
NVEC,393438752,small-cap
NVEE,1484091776,small-cap
NVFY,5861530,micro-cap
NVR,22769799168,large-cap
NVRO,388089216,small-cap
NVT,11960377344,large-cap
NWBI,1348881792,small-cap
NWE,3091286016,mid-cap
NWFL,195373760,micro-cap
NWL,3296688128,mid-cap
NWLI,1777359360,small-cap
NWN,1450741504,small-cap
NWPX,313089408,small-cap
NWS,13637468160,large-cap
NWSA,13669291008,large-cap
NX,1099967360,small-cap
NXRT,1771094912,small-cap
NXST,5350565376,mid-cap
NYCB,2131304960,mid-cap
NYMT,624932352,small-cap
NYT,7076283392,mid-cap
O,46105972736,large-cap
OC,14576489472,large-cap
OCC,21989408,micro-cap
OCFC,868072512,small-cap
OCN,182276528,micro-cap
OCUL,704491968,small-cap
OCX,33211870,micro-cap
ODC,504628224,small-cap
ODFL,39540097024,large-cap
ODP,1864252928,small-cap
OESX,28002976,micro-cap
OFED,74848416,micro-cap
OFG,1705005952,small-cap
OFIX,486285792,small-cap
OFLX,668848320,small-cap
OGE,6948954112,mid-cap
OGEN,4637514,micro-cap
OGS,3649857536,mid-cap
OHI,7721312256,mid-cap
OI,2329062656,mid-cap
OII,2322821888,mid-cap
OIS,256218656,small-cap
OKE,46177599488,large-cap
OKTA,15564572672,large-cap
OLED,7494460416,mid-cap
OLLI,4488360448,mid-cap
OLN,6243329536,mid-cap
OLP,486915392,small-cap
OMC,18181228544,large-cap
OMCL,1231208960,small-cap
OMER,182519504,micro-cap
OMEX,73900960,micro-cap
OMF,6244080640,mid-cap
OMI,1895044352,small-cap
ON,30185078784,large-cap
ONB,5249299968,mid-cap
ONTX,20904684,micro-cap
ONVO,12188478,micro-cap
OOMA,186534384,micro-cap
OPGN,4841803,micro-cap
OPI,98484088,micro-cap
OPK,850330240,small-cap
OPOF,71069504,micro-cap
OPRX,185475776,micro-cap
OPTN,92487288,micro-cap
OPTT,11476475,micro-cap
OPY,413676448,small-cap
ORA,3854151168,mid-cap
ORC,441273408,small-cap
ORCL,312642994176,mega-cap
ORGO,310113024,small-cap
ORI,8226520064,mid-cap
ORLY,59809697792,large-cap
ORN,233604736,micro-cap
ORRF,280674592,small-cap
OSBC,614384704,small-cap
OSG,431390592,small-cap
OSIS,2240552448,mid-cap
OSK,7342581248,mid-cap
OSPN,409485056,small-cap
OSUR,404737888,small-cap
OTTR,3566076160,mid-cap
OUT,2630872576,mid-cap
OVBC,112651248,micro-cap
OVLY,201883376,micro-cap
OXM,1684515200,small-cap
OXY,58630795264,large-cap
OZK,5064872960,mid-cap
PACB,442120800,small-cap
PAG,10252172288,large-cap
PAHC,676410176,small-cap
PANL,336392640,small-cap
PANW,93986562048,large-cap
PAR,1436746240,small-cap
PARR,1827690496,small-cap
PATK,2338726400,mid-cap
PAYC,10931055616,large-cap
PAYX,42767204352,large-cap
PB,5942997504,mid-cap
PBF,6347919360,mid-cap
PBH,3562833920,mid-cap
PBHC,77592896,micro-cap
PBI,756865728,small-cap
PBPB,302467712,small-cap
PBYI,244410512,micro-cap
PCAR,55602806784,large-cap
PCH,3181123072,mid-cap
PCRX,1221234048,small-cap
PCTY,8740380672,mid-cap
PCYO,229806192,micro-cap
PD,1851321856,small-cap
PDCO,2281908224,mid-cap
PDEX,64958124,micro-cap
PDFS,1160540544,small-cap
PDLB,191275616,micro-cap
PDM,853588288,small-cap
PEB,1750923136,small-cap
PEBK,158715040,micro-cap
PEBO,1030519296,small-cap
PED,83109360,micro-cap
PEG,34442391552,large-cap
PEGA,5052553728,mid-cap
PEN,7614745088,mid-cap
PENN,2522184704,mid-cap
PEP,241839308800,mega-cap
PESI,156532944,micro-cap
PETQ,484945536,small-cap
PETS,83537368,micro-cap
PFBC,1013693504,small-cap
PFE,145074274304,large-cap
PFG,18597900288,large-cap
PFGC,10561177600,large-cap
PFIE,85240496,micro-cap
PFIS,267258432,small-cap
PFMT,204608528,micro-cap
PFS,1115448064,small-cap
PG,385174831104,mega-cap
PGC,397502368,small-cap
PGR,121969737728,large-cap
PGRE,1098561792,small-cap
PGTI,2404418816,mid-cap
PH,69972434944,large-cap
PHIO,3191231,micro-cap
PHM,23436304384,large-cap
PHX,125485968,micro-cap
PI,4417551360,mid-cap
PII,4812689920,mid-cap
PINC,2501799680,mid-cap
PINS,22832334848,large-cap
PJT,3755155456,mid-cap
PK,3395945472,mid-cap
PKBK,196833600,micro-cap
PKE,289016032,small-cap
PKG,15525784576,large-cap
PKOH,333697536,small-cap
PLAB,1736524928,small-cap
PLAY,2151993344,mid-cap
PLBC,207303360,micro-cap
PLCE,86842008,micro-cap
PLD,94482382848,large-cap
PLNT,5276057088,mid-cap
PLOW,520357760,small-cap
PLPC,596325696,small-cap
PLSE,407010464,small-cap
PLUG,1608150400,small-cap
PLUS,2072292608,mid-cap
PLXS,2789057792,mid-cap
PLYA,1250028032,small-cap
PLYM,957809408,small-cap
PM,147589922816,large-cap
PMD,15007502,micro-cap
PMT,1202808832,small-cap
PMTS,196663808,micro-cap
PNBK,14433135,micro-cap
PNC,61004681216,large-cap
PNFP,5921239552,mid-cap
PNM,3342827008,mid-cap
PNR,13130915840,large-cap
PNRG,183427984,micro-cap
PNW,8363473408,mid-cap
PODD,12039667712,large-cap
POL,3843876,micro-cap
POOL,13952184320,large-cap
POR,4454030336,mid-cap
POST,6441309696,mid-cap
POWI,3794840064,mid-cap
POWL,1711381120,small-cap
PPBI,2073277312,mid-cap
PPC,8534434816,mid-cap
PPG,30250500096,large-cap
PPIH,67981112,micro-cap
PPL,20257845248,large-cap
PPSI,37734076,micro-cap
PRA,722355136,small-cap
PRAA,933693312,small-cap
PRFT,1658958208,small-cap
PRGO,4425952768,mid-cap
PRGS,2153125632,mid-cap
PRI,7351181824,mid-cap
PRIM,2498636032,mid-cap
PRK,2127050752,mid-cap
PRLB,779074880,small-cap
PRMW,3016671488,mid-cap
PRO,1538215040,small-cap
PROV,89631496,micro-cap
PRPH,83188376,micro-cap
PRTA,1092674944,small-cap
PRTS,69672984,micro-cap
PRU,39704301568,large-cap
PSA,45712498688,large-cap
PSMT,2470478336,mid-cap
PSN,8308713472,mid-cap
PSTG,16375464960,large-cap
PSX,60721041408,large-cap
PTC,21213306880,large-cap
PTCT,2465802240,mid-cap
PTEN,4363186688,mid-cap
PTGX,1472528256,small-cap
PTN,30014076,micro-cap
PTSI,377456096,small-cap
PULM,6939716,micro-cap
PUMP,937984256,small-cap
PVBC,157077696,micro-cap
PVH,6276552704,mid-cap
PW,1525686,micro-cap
PWOD,131543464,micro-cap
PWR,37849047040,large-cap
PXD,62933356544,large-cap
PXLW,103456448,micro-cap
PYPL,71495303168,large-cap
PZG,24908994,micro-cap
PZZA,2032327680,mid-cap
QCOM,185088606208,large-cap
QCRH,923718208,small-cap
QDEL,2711931136,mid-cap
QLYS,6060949504,mid-cap
QNST,992969152,small-cap
QRHC,204538000,micro-cap
QRTEA,345132672,small-cap
QRVO,11280726016,large-cap
QTRX,616543296,small-cap
QTWO,3035823104,mid-cap
QUAD,229454704,micro-cap
QUIK,222273056,micro-cap
R,5340539392,mid-cap
RAIL,64025796,micro-cap
RAMP,2125158656,mid-cap
RARE,3536490496,mid-cap
RAVE,29832516,micro-cap
RBB,329947072,small-cap
RBBN,547503424,small-cap
