Unnamed: 0,2020_NI,2021_NI,2022_NI,2023_NI,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow
CVGW,-13625000.0,-11818000.0,-6249000.0,-8344000.0,-13.2624,-47.123,33.5254
CVI,-256000000.0,25000000.0,463000000.0,769000000.0,-109.7656,1752.0,66.0907
CVLT,,-30954000.0,33624000.0,-35774000.0,,-208.6257,-206.3942
CVLY,8442000.0,14659000.0,20092000.0,24973000.0,73.6437,37.0626,24.2933
CVM,-30255244.0,-36361109.0,-36700681.0,-32194303.0,20.1812,0.9339,-12.2787
CVNA,-171000000.0,-135000000.0,-1587000000.0,450000000.0,-21.0526,1075.5556,-128.3554
CVR,50450.0,1113472.0,2867629.0,-4401584.0,2107.0803,157.5394,-253.4921
CVS,7179000000.0,8001000000.0,4311000000.0,8344000000.0,11.4501,-46.1192,93.5514
CVU,-3654753.0,6820373.0,9176225.0,17201204.0,-286.6165,34.5414,87.454
CVV,-6074952.0,4747000.0,-224000.0,-4180000.0,-178.1405,-104.7188,1766.0714
CVX,-5543000000.0,15625000000.0,35465000000.0,21369000000.0,-381.8871,126.976,-39.7462
CW,201392000.0,262829000.0,294348000.0,354509000.0,30.5062,11.9922,20.4387
CWBC,20347000.0,28401000.0,26645000.0,25536000.0,39.5832,-6.1829,-4.1621
CWBR,-16264961.0,-15475776.0,-12175208.0,,-4.8521,-21.3273,
CWEN,25000000.0,51000000.0,582000000.0,79000000.0,104.0,1041.1765,-86.4261
CWH,122345000.0,278461000.0,136947000.0,31044000.0,127.6031,-50.82,-77.3314
CWST,91106000.0,41100000.0,53079000.0,25399000.0,-54.8877,29.146,-52.1487
CWT,96831000.0,101125000.0,96011000.0,51911000.0,4.4345,-5.0571,-45.9322
CXW,55338000.0,-51896000.0,122320000.0,67590000.0,-193.78,-335.7022,-44.7433
CYAN,,920000.0,2154000.0,-3440000.0,,134.1304,-259.7029
CYCC,-8445000.0,-18457000.0,-21198000.0,-22555000.0,118.5554,14.8507,6.4015
CYH,511000000.0,230000000.0,46000000.0,-133000000.0,-54.9902,-80.0,-389.1304
CYRX,-32693000.0,-275528000.0,-37333000.0,-99587000.0,742.7737,-86.4504,166.7533
CYTK,-127290000.0,-215314000.0,-388955000.0,-526244000.0,69.1523,80.6455,35.2969
CZNC,19222000.0,30554000.0,26618000.0,24148000.0,58.9533,-12.8821,-9.2794
CZR,-1757000000.0,-1019000000.0,-899000000.0,786000000.0,-42.0034,-11.7763,-187.4305
CZWI,12725000.0,21266000.0,17761000.0,13059000.0,67.1198,-16.4817,-26.4737
D,-401000000.0,3399000000.0,1321000000.0,1994000000.0,-947.6309,-61.1356,50.9463
DAIO,-3964000.0,-555000.0,-1120000.0,486000.0,-85.999,101.8018,-143.3929
DAKT,,10926000.0,592000.0,6802000.0,,-94.5817,1048.9865
DAL,-12385000000.0,280000000.0,1318000000.0,4609000000.0,-102.2608,370.7143,249.6965
DAN,-31000000.0,197000000.0,-242000000.0,38000000.0,-735.4839,-222.8426,-115.7025
DAR,296819000.0,650914000.0,737690000.0,647726000.0,119.2966,13.3314,-12.1954
DARE,-27400743.0,-38696105.0,-30947738.0,-30161391.0,41.2228,-20.0236,-2.5409
DBD,-269100000.0,-78800000.0,-581400000.0,,-70.7172,637.8173,
DBI,,-488719000.0,154481000.0,162676000.0,,-131.6094,5.3049
DBX,-256300000.0,335800000.0,553200000.0,453600000.0,-231.0183,64.7409,-18.0043
DCI,257000000.0,286900000.0,332800000.0,358800000.0,11.6342,15.9986,7.8125
DCO,29174000.0,135536000.0,28789000.0,15928000.0,364.578,-78.7591,-44.6733
DCOM,42318000.0,103996000.0,152556000.0,96094000.0,145.7489,46.6941,-37.0107
DCPH,-266489000.0,-299964000.0,-178931000.0,-194942000.0,12.5615,-40.3492,8.9481
DD,-2951000000.0,6467000000.0,5868000000.0,423000000.0,-319.1461,-9.2624,-92.7914
DDD,-149594000.0,322052000.0,-122711000.0,,-315.284,-138.1029,
DDS,,-71654000.0,862473000.0,891637000.0,,-1303.6634,3.3814
DE,2751000000.0,5963000000.0,7131000000.0,10166000000.0,116.7575,19.5875,42.5607
DEA,11961000.0,30058000.0,31474000.0,18804000.0,151.3001,4.7109,-40.2554
DECK,,382575000.0,451949000.0,516822000.0,,18.1334,14.3541
DEI,50421000.0,65267000.0,97145000.0,-42706000.0,29.4441,48.8424,-143.9611
DELL,,3250000000.0,5563000000.0,2442000000.0,,71.1692,-56.1028
DENN,-5116000.0,78073000.0,74712000.0,19945000.0,-1626.0555,-4.3049,-73.3042
DFIN,-25900000.0,145900000.0,102500000.0,82200000.0,-663.3205,-29.7464,-19.8049
DFS,1141000000.0,5422000000.0,4374000000.0,2940000000.0,375.1972,-19.3287,-32.7846
DG,,2655050000.0,2399232000.0,2415989000.0,,-9.6351,0.6984
DGICA,52815252.0,25254174.0,-1959405.0,4425504.0,-52.1839,-107.7587,-325.8596
DGII,8411000.0,10366000.0,19383000.0,24770000.0,23.2434,86.9863,27.7924
DGLY,-2625881.0,25474508.0,-19281691.0,-25688547.0,-1070.1319,-175.6901,33.2277
DGX,1431000000.0,1995000000.0,946000000.0,854000000.0,39.413,-52.5815,-9.7252
DHI,2373700000.0,4175800000.0,5857500000.0,4745700000.0,75.9195,40.2725,-18.9808
DHIL,38660545.0,74200609.0,40434107.0,42226422.0,91.9285,-45.507,4.4327
DHR,3646000000.0,6433000000.0,7209000000.0,4764000000.0,76.4399,12.0628,-33.9159
DHX,-30015000.0,-29742000.0,4176000.0,3491000.0,-0.9095,-114.0408,-16.4033
DIN,-103994000.0,97864000.0,81111000.0,97176000.0,-194.1054,-17.1187,19.8062
DIOD,98088000.0,228763000.0,331283000.0,227182000.0,133.2222,44.8149,-31.4236
DIS,-2864000000.0,1995000000.0,3145000000.0,2354000000.0,-169.6578,57.6441,-25.151
DIT,5542590.0,15545265.0,16672257.0,11596393.0,180.4693,7.2497,-30.445
DJCO,4041000.0,112900000.0,-75624000.0,21452000.0,2693.8629,-166.9832,-128.3667
DK,-611400000.0,-128300000.0,257100000.0,19800000.0,-79.0154,-300.3897,-92.2987
DKS,,530251000.0,1519871000.0,1043138000.0,,186.6324,-31.3667
DLA,-10577000.0,20296000.0,19740000.0,-33213000.0,-291.8881,-2.7395,-268.2523
DLB,231363000.0,310227000.0,184087000.0,200656000.0,34.0867,-40.6605,9.0006
DLHC,7114000.0,10145000.0,23288000.0,1461000.0,42.6061,129.5515,-93.7264
DLR,356398000.0,1709259000.0,377684000.0,948838000.0,379.5928,-77.9036,151.2254
DLTH,,13577000.0,29702000.0,2304000.0,,118.767,-92.2429
DLTR,,1341900000.0,1327900000.0,1615400000.0,,-1.0433,21.6507
DLX,5244000.0,62633000.0,65395000.0,26120000.0,1094.3745,4.4098,-60.0581
DMRC,-32537000.0,-34759000.0,-59798000.0,-45959000.0,6.8291,72.036,-23.1429
DNLI,71136000.0,-290581000.0,-325991000.0,-145224000.0,-508.4866,12.1859,-55.4515
DNOW,-427000000.0,5000000.0,128000000.0,247000000.0,-101.171,2460.0,92.9688
DOC,413563000.0,505540000.0,500449000.0,306009000.0,22.2401,-1.007,-38.8531
DOCU,,-243267000.0,-69976000.0,-97454000.0,,-71.2349,39.2677
DOMO,,-84634000.0,-102111000.0,-105551000.0,,20.6501,3.3689
DOOR,69037000.0,94501000.0,214233000.0,118227000.0,36.8846,126.6992,-44.8138
DORM,106870000.0,131532000.0,121549000.0,129259000.0,23.0766,-7.5898,6.3431
DOV,683451000.0,1123818000.0,1065376000.0,1056828000.0,64.4329,-5.2003,-0.8023
DOW,1225000000.0,6311000000.0,4582000000.0,589000000.0,415.1837,-27.3966,-87.1454
DPZ,491296000.0,510467000.0,452263000.0,519118000.0,3.9021,-11.4021,14.7823
DRH,-394375000.0,-194584000.0,109328000.0,86340000.0,-50.6602,-156.1855,-21.0266
DRI,-52400000.0,629300000.0,952800000.0,981900000.0,-1300.9542,51.4063,3.0542
DRQ,-30768000.0,-128493000.0,-1624000.0,604000.0,317.619,-98.7361,-137.1921
DRRX,-582000.0,-36265000.0,-35333000.0,-27624000.0,6131.0997,-2.57,-21.8181
DSKE,4100000.0,56000000.0,50200000.0,-17700000.0,1265.8537,-10.3571,-135.259
DSS,1899000.0,-33119000.0,-59840000.0,-80606000.0,-1844.0232,80.6818,34.7025
DTE,1368000000.0,907000000.0,1083000000.0,1397000000.0,-33.6988,19.4046,28.9935
DUK,1377000000.0,3908000000.0,2550000000.0,2841000000.0,183.8054,-34.7492,11.4118
DVA,773642000.0,978450000.0,560400000.0,691535000.0,26.4732,-42.7257,23.4002
DVAX,-75240000.0,76713000.0,293156000.0,-6389000.0,-201.9577,282.1464,-102.1794
DVN,-2680000000.0,2813000000.0,6015000000.0,3747000000.0,-204.9627,113.8287,-37.7057
DWSN,-13196000.0,-29091000.0,-20451000.0,,120.4532,-29.6999,
DX,177530000.0,102261000.0,143161000.0,-6130000.0,-42.3979,39.9957,-104.2819
DXC,,-149000000.0,718000000.0,-568000000.0,,-581.8792,-179.1086
DXCM,493600000.0,216900000.0,341200000.0,541500000.0,-56.0575,57.3075,58.7046
DXLG,,-64538000.0,56713000.0,89123000.0,,-187.8754,57.1474
DXPE,-29269000.0,16496000.0,48155000.0,68812000.0,-156.36,191.9193,42.8969
DXYN,-9208000.0,1616000.0,-35079000.0,-2718000.0,-117.55,-2270.7302,-92.2518
DY,,34337000.0,48574000.0,142213000.0,,41.4626,192.776
DZSI,-23082000.0,-34683000.0,-37431000.0,,50.2599,7.9232,
EA,,837000000.0,789000000.0,802000000.0,,-5.7348,1.6477
EAF,434374000.0,388330000.0,382962000.0,0.0,-10.6001,-1.3823,-100.0
EARN,20112000.0,-6309000.0,-30198000.0,4559000.0,-131.3693,378.6495,-115.097
EAT,24400000.0,131600000.0,117600000.0,102600000.0,439.3443,-10.6383,-12.7551
EB,-224718000.0,-139080000.0,-55384000.0,-26479000.0,-38.1091,-60.1783,-52.1902
EBAY,5667000000.0,13608000000.0,-1269000000.0,2767000000.0,140.1271,-109.3254,-318.0457
EBF,,24094000.0,28982000.0,47300000.0,,20.2872,63.2047
EBMT,21206000.0,14419000.0,10701000.0,10056000.0,-32.0051,-25.7854,-6.0275
EBS,305800000.0,219500000.0,-211600000.0,-760500000.0,-28.2211,-196.4009,259.4045
EBTC,31456000.0,42171000.0,42716000.0,38058000.0,34.0635,1.2924,-10.9046
ECL,-1205100000.0,1129900000.0,1091700000.0,1372300000.0,-193.7599,-3.3808,25.703
ECPG,211848000.0,350782000.0,194564000.0,-206492000.0,65.5819,-44.5342,-206.1306
ED,1101000000.0,1346000000.0,1660000000.0,2519000000.0,22.2525,23.3284,51.747
EDIT,-115976000.0,-192502000.0,-220432000.0,-153219000.0,65.9843,14.5089,-30.4915
EDUC,,12624000.0,8306800.0,-2504900.0,,-34.1984,-130.1548
EE,38753000.0,41118000.0,26273000.0,30412000.0,6.1028,-36.1034,15.7538
EEFT,-3399000.0,70700000.0,231000000.0,279700000.0,-2180.0235,226.7327,21.0823
EEX,-633600000.0,-79700000.0,130800000.0,-8200000.0,-87.4211,-264.1154,-106.2691
EFC,25008000.0,133463000.0,-70047000.0,84084000.0,433.6812,-152.4842,-220.0394
EFOI,-5981000.0,-7886000.0,-10279000.0,-4293000.0,31.8509,30.3449,-58.2352
EFSC,74384000.0,133055000.0,203043000.0,194059000.0,78.8758,52.6008,-4.4247
EFX,520100000.0,744200000.0,696200000.0,545300000.0,43.0879,-6.4499,-21.6748
EGAN,7208000.0,6959000.0,-2441000.0,2109000.0,-3.4545,-135.0769,-186.399
EGBN,132217000.0,176691000.0,140930000.0,100534000.0,33.6371,-20.2393,-28.6639
EGHT,,-165585000.0,-175383000.0,-73143000.0,,5.9172,-58.2953
EGLE,-35063000.0,184898000.0,248009000.0,22728000.0,-627.3308,34.1329,-90.8358
EGP,108363000.0,157557000.0,186182000.0,200491000.0,45.3974,18.168,7.6855
EGRX,11989000.0,-8627000.0,35642000.0,,-171.9576,-513.1448,
EGY,-48181000.0,81836000.0,51890000.0,60354000.0,-269.8512,-36.5927,16.3114
EHC,284200000.0,412200000.0,271000000.0,352000000.0,45.0387,-34.2552,29.8893
EHTH,45450000.0,-104375000.0,-88722000.0,-28214000.0,-329.648,-14.9969,-68.1995
EIG,119800000.0,119300000.0,48400000.0,118100000.0,-0.4174,-59.43,144.0083
EIGR,-65051000.0,-33917000.0,-96776000.0,-74963000.0,-47.8609,185.3318,-22.5397
EIX,871000000.0,925000000.0,824000000.0,1407000000.0,6.1998,-10.9189,70.7524
EKSO,-15825000.0,-9764000.0,-15080000.0,-15198000.0,-38.3002,54.4449,0.7825
EL,684000000.0,2870000000.0,2390000000.0,1006000000.0,319.5906,-16.7247,-57.9079
ELAN,-574000000.0,-483000000.0,-78000000.0,-1231000000.0,-15.8537,-83.8509,1478.2051
ELF,,6232000.0,21770000.0,61530000.0,,249.3261,182.6367
ELMD,4161000.0,2362000.0,2305000.0,3166000.0,-43.2348,-2.4132,37.3536
ELOX,-34577000.0,-66727000.0,-36065000.0,,92.9809,-45.9514,
ELS,228284000.0,262478000.0,284627000.0,314207000.0,14.9787,8.4384,10.3925
ELSE,-124000.0,410000.0,100000.0,275000.0,-430.6452,-75.6098,175.0
EME,132943000.0,383532000.0,406122000.0,632994000.0,188.4936,5.89,55.863
EMKR,-7000000.0,25643000.0,-24333000.0,-75359000.0,-466.3286,-194.8914,209.6988
EML,5405522.0,9349171.0,12301918.0,8585002.0,72.9559,31.583,-30.2141
EMN,478000000.0,857000000.0,793000000.0,894000000.0,79.2887,-7.4679,12.7364
EMR,1965000000.0,2303000000.0,3231000000.0,13219000000.0,17.201,40.2953,309.1303
ENG,-625000.0,-5685000.0,-18514000.0,-15153000.0,809.6,225.664,-18.1538
ENPH,133995000.0,145449000.0,397362000.0,438936000.0,8.5481,173.1968,10.4625
ENR,-93300000.0,160900000.0,-231500000.0,140500000.0,-272.4544,-243.8782,-160.6911
ENS,,143374000.0,143911000.0,175810000.0,,0.3745,22.1658
ENSG,170478000.0,194652000.0,224681000.0,209399000.0,14.1801,15.427,-6.8016
ENSV,-2509000.0,-8052000.0,-5575000.0,-8517000.0,220.9247,-30.7625,52.7713
ENTA,-36168000.0,-78996000.0,-121755000.0,-133816000.0,118.4141,54.1281,9.906
ENTG,294969000.0,409126000.0,208920000.0,180669000.0,38.7014,-48.935,-13.5224
ENV,-3110000.0,13296000.0,-80939000.0,-238724000.0,-527.5241,-708.747,194.9431
ENVA,377844000.0,256295000.0,207424000.0,175121000.0,-32.1691,-19.0683,-15.5734
ENZ,-28520000.0,7875000.0,-18261000.0,20288000.0,-127.6122,-331.8857,-211.1002
EOG,-605000000.0,4664000000.0,7759000000.0,7594000000.0,-870.9091,66.3593,-2.1266
EOLS,-163013000.0,-46810000.0,-74412000.0,-61685000.0,-71.2845,58.966,-17.1034
EPAM,327160000.0,481652000.0,419416000.0,417083000.0,47.2222,-12.9214,-0.5562
EPC,67600000.0,117800000.0,99500000.0,114700000.0,74.2604,-15.5348,15.2764
EPM,5937072.0,-16438000.0,32628000.0,35217000.0,-376.8705,-298.4913,7.9349
EPR,-131728000.0,98606000.0,176229000.0,173046000.0,-174.8558,78.7204,-1.8062
EPRT,42273000.0,95725000.0,134130000.0,190707000.0,126.4448,40.1201,42.1807
EQBK,-74970000.0,52480000.0,57688000.0,7821000.0,-170.0013,9.9238,-86.4426
EQC,451294000.0,-16396000.0,37263000.0,91164000.0,-103.6331,-327.2688,144.6502
EQH,-648000000.0,1755000000.0,2153000000.0,1302000000.0,-370.8333,22.6781,-39.5262
EQIX,369777000.0,500191000.0,704345000.0,969178000.0,35.2683,40.8152,37.5999
EQR,913636000.0,1332850000.0,776911000.0,835438000.0,45.8841,-41.7105,7.5333
EQT,-958799000.0,-1142747000.0,1770965000.0,1735232000.0,19.1853,-254.9744,-2.0177
ERIE,293304000.0,297860000.0,298569000.0,446061000.0,1.5533,0.238,49.3996
ERII,26387000.0,14269000.0,24049000.0,21504000.0,-45.9241,68.5402,-10.5826
ES,1205167000.0,1220527000.0,1404875000.0,-442240000.0,1.2745,15.104,-131.479
ESCA,25934000.0,24405000.0,17989000.0,9829000.0,-5.8957,-26.2897,-45.3611
ESE,99411000.0,63496000.0,82320000.0,92545000.0,-36.1278,29.646,12.421
ESGR,1759000000.0,538000000.0,-870000000.0,1118000000.0,-69.4144,-261.71,-228.5057
ESNT,413041000.0,681783000.0,831353000.0,696386000.0,65.0642,21.9381,-16.2346
ESP,1163668.0,-181543.0,1265127.0,3677131.0,-115.6009,-796.8746,190.6531
ESPR,-143551000.0,-269108000.0,-233659000.0,-209248000.0,87.4651,-13.1728,-10.4473
ESRT,-12515000.0,-6510000.0,40643000.0,53245000.0,-47.9824,-724.3164,31.0066
ESS,568870000.0,488554000.0,408315000.0,405825000.0,-14.1185,-16.4238,-0.6098
ESSA,14416000.0,16424000.0,20070000.0,18576000.0,13.929,22.1992,-7.4439
ESTC,,-129434000.0,-203848000.0,-236161000.0,,57.4918,15.8515
ETN,1410000000.0,2144000000.0,2462000000.0,3218000000.0,52.0567,14.8321,30.7067
ETR,1406653000.0,1118719000.0,1097138000.0,2362310000.0,-20.4694,-1.9291,115.3157
ETRN,423132000.0,-1411820000.0,-269342000.0,445229000.0,-433.6595,-80.9224,-265.3025
ETSY,349246000.0,493507000.0,-694288000.0,307568000.0,41.3064,-240.6845,-144.2998
EVBG,-93396000.0,-94796000.0,-61174000.0,-47305000.0,1.499,-35.4677,-22.6714
EVBN,11246000.0,24043000.0,22389000.0,24524000.0,113.7916,-6.8793,9.5359
EVC,-3910000.0,29292000.0,18119000.0,-15437000.0,-849.156,-38.1435,-185.1979
EVER,-11202000.0,-19434000.0,-24416000.0,-51287000.0,73.4869,25.6355,110.0549
EVFM,-142309000.0,-205192000.0,-76698000.0,52979000.0,44.1876,-62.6213,-169.0748
EVH,-334246000.0,-37601000.0,-19164000.0,-113040000.0,-88.7505,-49.0333,489.856
EVI,775000.0,8384000.0,4095000.0,9719000.0,981.8065,-51.157,137.3382
EVOK,-13154671.0,-8537952.0,-8224130.0,-7792295.0,-35.0957,-3.6756,-5.2508
EVOL,643000.0,17445000.0,,,2613.0638,,
EVR,350574000.0,740116000.0,476520000.0,255479000.0,111.1155,-35.6155,-46.3865
EVRG,618300000.0,879700000.0,752700000.0,731300000.0,42.2772,-14.4367,-2.8431
EVRI,-81680000.0,152925000.0,120489000.0,83997000.0,-287.2245,-21.2104,-30.2866
EVTC,104436000.0,161130000.0,239009000.0,79722000.0,54.2859,48.333,-66.6448
EW,823400000.0,1503100000.0,1521900000.0,1402400000.0,82.548,1.2507,-7.852
EWBC,567797000.0,872981000.0,1128083000.0,1161161000.0,53.7488,29.2219,2.9322
EXAS,-823605000.0,-595625000.0,-623506000.0,-204149000.0,-27.6807,4.681,-67.2579
EXC,1963000000.0,1706000000.0,2170000000.0,2328000000.0,-13.0922,27.1981,7.2811
EXEL,111781000.0,231063000.0,182282000.0,207765000.0,106.7104,-21.1116,13.98
EXLS,89476000.0,114758000.0,142968000.0,184558000.0,28.2556,24.5822,29.0904
EXP,,339444000.0,374247000.0,461540000.0,,10.2529,23.325
EXPD,696140000.0,1415492000.0,1357399000.0,752883000.0,103.3344,-4.1041,-44.5349
EXPE,-2612000000.0,12000000.0,352000000.0,797000000.0,-100.4594,2833.3333,126.4205
EXPI,31131000.0,81220000.0,15442000.0,-8973000.0,160.8975,-80.9874,-158.1078
EXPO,82552000.0,101202000.0,102330000.0,100339000.0,22.5918,1.1146,-1.9457
EXPR,,-405449000.0,-14436000.0,293834000.0,,-96.4395,-2135.4253
EXR,481779000.0,827649000.0,860688000.0,803198000.0,71.7902,3.9919,-6.6795
EXTR,-126845000.0,1936000.0,44271000.0,78074000.0,-101.5263,2186.7252,76.3547
EYE,36277000.0,128244000.0,42122000.0,-65901000.0,253.5132,-67.1548,-256.4527
EYPT,-45394000.0,-58417000.0,-102254000.0,-70795000.0,28.6888,75.0415,-30.7655
EZPW,-68463000.0,8612000.0,50160000.0,38463000.0,-112.5791,482.4431,-23.3194
F,-1279000000.0,17937000000.0,-1981000000.0,4347000000.0,-1502.4238,-111.0442,-319.4346
FAF,696000000.0,1241100000.0,263000000.0,216800000.0,78.319,-78.8091,-17.5665
FANG,-4517000000.0,2182000000.0,4386000000.0,3143000000.0,-148.3064,101.0082,-28.3402
FARM,-37087000.0,-41651000.0,-15661000.0,-79180000.0,12.3062,-62.3995,405.5871
FARO,629000.0,-39964000.0,-26756000.0,-56577000.0,-6453.5771,-33.0497,111.4554
FAST,859100000.0,925000000.0,1086900000.0,1155000000.0,7.6708,17.5027,6.2655
FATE,-173387000.0,-212151000.0,-281721000.0,-160928000.0,22.3569,32.7927,-42.8768
FBIO,-46526000.0,-64703000.0,-86575000.0,-60637000.0,39.0685,33.8037,-29.9602
FBIZ,16978000.0,35755000.0,40858000.0,37027000.0,110.5961,14.2721,-9.3764
FBK,63621000.0,190285000.0,124555000.0,120224000.0,199.0915,-34.5429,-3.4772
FBMS,52505000.0,64167000.0,62919000.0,75457000.0,22.2112,-1.9449,19.9272
FBNC,81477000.0,95644000.0,146936000.0,104131000.0,17.3877,53.628,-29.1317
FBP,102273000.0,281025000.0,305072000.0,302864000.0,174.7793,8.5569,-0.7238
FC,-9435000.0,13623000.0,18430000.0,17781000.0,-244.3879,35.2859,-3.5214
FCAP,10131000.0,11424000.0,11902000.0,12790000.0,12.7628,4.1842,7.4609
FCBC,35926000.0,51168000.0,46662000.0,48020000.0,42.4261,-8.8063,2.9103
FCCO,10099000.0,15465000.0,14613000.0,11843000.0,53.134,-5.5092,-18.9557
FCEL,-89107000.0,-101055000.0,-142722000.0,-107568000.0,13.4086,41.232,-24.6311
FCF,73447000.0,138257000.0,128181000.0,157063000.0,88.2405,-7.2879,22.5322
FCFS,106579000.0,124909000.0,253495000.0,219301000.0,17.1985,102.9437,-13.489
FCN,210682000.0,234966000.0,235514000.0,274892000.0,11.5264,0.2332,16.72
FCNCA,492000000.0,547000000.0,1098000000.0,11466000000.0,11.1789,100.7313,944.2623
FCPT,77332000.0,85581000.0,97772000.0,95340000.0,10.667,14.245,-2.4874
FCX,599000000.0,4306000000.0,3468000000.0,1848000000.0,618.8648,-19.4612,-46.7128
FDBC,13035000.0,24008000.0,30021000.0,18210000.0,84.1811,25.0458,-39.3425
FDP,49200000.0,80000000.0,98600000.0,-11400000.0,62.6016,23.25,-111.5619
FDS,372938000.0,399590000.0,396917000.0,468173000.0,7.1465,-0.6689,17.9524
FDX,1286000000.0,5231000000.0,3826000000.0,3972000000.0,306.7652,-26.8591,3.816
FE,1079000000.0,1283000000.0,406000000.0,1102000000.0,18.9064,-68.3554,171.4286
FEIM,,680000.0,-8663000.0,-5501000.0,,-1373.9706,-36.5001
FELE,100460000.0,153860000.0,187332000.0,193272000.0,53.1555,21.7548,3.1708
FET,-96889000.0,-82651000.0,3712000.0,-18876000.0,-14.6952,-104.4912,-608.5129
FF,46564000.0,26255000.0,15211000.0,37382000.0,-43.6152,-42.0644,145.7564
FFBC,155810000.0,205160000.0,217612000.0,255863000.0,31.6732,6.0694,17.5776
FFIC,34674000.0,81793000.0,76945000.0,28664000.0,135.8914,-5.9272,-62.7474
FFIN,202034000.0,227562000.0,234475000.0,198977000.0,12.6355,3.0379,-15.1394
FFIV,307441000.0,331241000.0,322160000.0,394948000.0,7.7413,-2.7415,22.5937
FFNW,8556000.0,12249000.0,13240000.0,6305000.0,43.1627,8.0905,-52.3792
FFWM,84369000.0,109511000.0,110512000.0,-199064000.0,29.8,0.9141,-280.1289
FGBI,20318000.0,27297000.0,28884000.0,9219000.0,34.3489,5.8138,-68.0827
FGEN,-189291000.0,-290023000.0,-293654000.0,-284232000.0,53.2154,1.252,-3.2085
FHB,185754000.0,265735000.0,265685000.0,234983000.0,43.0575,-0.0188,-11.5558
FHN,845000000.0,999000000.0,900000000.0,897000000.0,18.2249,-9.9099,-0.3333
FI,958000000.0,1334000000.0,2530000000.0,3068000000.0,39.2484,89.6552,21.2648
FIBK,161200000.0,192100000.0,202200000.0,257500000.0,19.1687,5.2577,27.3492
FICO,236411000.0,392084000.0,373541000.0,429375000.0,65.8485,-4.7293,14.9472
FIS,158000000.0,417000000.0,-16720000000.0,-6654000000.0,163.9241,-4109.5923,-60.2033
FISI,38332000.0,77697000.0,56573000.0,50264000.0,102.6949,-27.1877,-11.152
FITB,1427000000.0,2770000000.0,2446000000.0,2349000000.0,94.1135,-11.6968,-3.9657
FIVE,,123361000.0,278810000.0,261528000.0,,126.0115,-6.1985
FIVN,-42130000.0,-53000000.0,-94650000.0,-81764000.0,25.8011,78.5849,-13.6144
FIX,150139000.0,143348000.0,245947000.0,323398000.0,-4.5231,71.5734,31.4909
FIXX,-128694000.0,-95764000.0,-5005000.0,-112961000.0,-25.5878,-94.7736,2156.963
FIZZ,,174146000.0,158512000.0,142164000.0,,-8.9775,-10.3134
FL,,323000000.0,893000000.0,342000000.0,,176.4706,-61.7021
FLIC,41203000.0,43089000.0,46932000.0,26239000.0,4.5773,8.9187,-44.0915
FLL,147000.0,11706000.0,-14804000.0,-24904000.0,7863.2653,-226.4651,68.2248
FLNT,2207000.0,-10059000.0,-123332000.0,-63218000.0,-555.7771,1126.0861,-48.7416
FLO,152318000.0,206187000.0,228394000.0,123416000.0,35.3661,10.7703,-45.9636
FLR,-435046000.0,-440000000.0,145000000.0,139000000.0,1.1387,-132.9545,-4.1379
FLS,130420000.0,125949000.0,188689000.0,186743000.0,-3.4282,49.8138,-1.0313
FLT,704216000.0,839497000.0,954327000.0,981890000.0,19.2102,13.6784,2.8882
FLWS,58998000.0,118652000.0,29610000.0,-44702000.0,101.1119,-75.0447,-250.9693
FLXS,-26844000.0,23048000.0,1853000.0,14778000.0,-185.859,-91.9603,697.5175
FMAO,20095000.0,23495000.0,32515000.0,22787000.0,16.9196,38.3911,-29.9185
FMBH,45270000.0,51490000.0,72952000.0,68935000.0,13.7398,41.6819,-5.5064
FMC,552400000.0,739600000.0,736500000.0,1321500000.0,33.8885,-0.4191,79.4297
FMNB,41876000.0,51844000.0,60597000.0,49932000.0,23.8036,16.8833,-17.5999
FN,113479000.0,148341000.0,200380000.0,247913000.0,30.7211,35.0807,23.7214
FNB,286000000.0,405000000.0,439000000.0,485000000.0,41.6084,8.3951,10.4784
FNCB,15347000.0,21371000.0,20445000.0,12983000.0,39.252,-4.333,-36.4979
FND,194981000.0,283230000.0,298195000.0,245980000.0,45.2603,5.2837,-17.5104
FNF,1427000000.0,2797000000.0,1294000000.0,517000000.0,96.0056,-53.7361,-60.0464
FNKO,3961000.0,43900000.0,-8035000.0,-154079000.0,1008.306,-118.303,1817.598
FNLC,27129000.0,36269000.0,38990000.0,29518000.0,33.6909,7.5023,-24.2934
FNWB,10340000.0,15418000.0,15645000.0,2286000.0,49.1103,1.4723,-85.3883
FOLD,-276852000.0,-250460000.0,-236568000.0,-151584000.0,-9.5329,-5.5466,-35.9237
FONR,8240205.0,10207588.0,12440906.0,9375776.0,23.8754,21.879,-24.6375
FOR,60800000.0,110200000.0,178800000.0,166900000.0,81.25,62.2505,-6.6555
FORD,-1775281.0,523805.0,-1378251.0,-3736657.0,-129.5055,-363.1229,171.1159
FORM,78523000.0,83924000.0,50738000.0,82387000.0,6.8782,-39.5429,62.3773
FORR,9990000.0,24844000.0,21806000.0,3050000.0,148.6887,-12.2283,-86.013
FOSL,-96095000.0,25434000.0,-44157000.0,-157088000.0,-126.4676,-273.6141,255.7488
FOX,999000000.0,2150000000.0,1205000000.0,1239000000.0,115.2152,-43.9535,2.8216
